127.0.0.1 - - [20/Jul/2023:22:13:24 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:19:22 +0530] "GET /CustomerFormApp/Images/submit.jpg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:19:45 +0530] "GET /CustomerFormApp/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:19:45 +0530] "GET /CustomerFormApp/Images/submit.jpg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:19:45 +0530] "GET /CustomerFormApp/Images/cancel.jpg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:20:30 +0530] "GET /CustomerFormApp/ HTTP/1.1" 200 3060
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:20:30 +0530] "GET /CustomerFormApp/Images/cancel.jpg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:20:30 +0530] "GET /CustomerFormApp/Images/submit.jpg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:20:57 +0530] "GET /CustomerFormApp/ HTTP/1.1" 200 3051
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:20:57 +0530] "GET /CustomerFormApp/Images/cancel.jpg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:20:57 +0530] "GET /CustomerFormApp/Images/submit.jpg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:21:41 +0530] "GET /CustomerFormApp/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:21:41 +0530] "GET /CustomerFormApp/Images/cancel.jpg HTTP/1.1" 200 5408
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:21:41 +0530] "GET /CustomerFormApp/Images/submit.jpg HTTP/1.1" 200 5428
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:21:47 +0530] "GET /CustomerFormApp/customerurl?cname=&dob=&cage=&email=&mobno=&city=&rgn=&caddrs=&zip=&gender=F&Inl=&pay=&fdbk= HTTP/1.1" 500 1295
0:0:0:0:0:0:0:1 - - [20/Jul/2023:22:21:58 +0530] "GET /CustomerFormApp/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:00:58 +0530] "GET /CustomerFormApp/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:02:54 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 820
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:04:01 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 820
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:05:48 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 895
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:09:26 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:10:51 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:10:52 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:10:53 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:10:53 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 908
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:14 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 914
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:40 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:41 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:42 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:44 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:44 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:44 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:45 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:45 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:45 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:11:46 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 771
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:12:23 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 782
0:0:0:0:0:0:0:1 - - [20/Jul/2023:23:13:07 +0530] "GET /CustomerFormApp/customerurl?cname=Akash&dob=1997-05-07&cage=26&email=akki%40gmail.com&mobno=7774945222&city=Yavatmal&rgn=Maharashtra&caddrs=Girija+Nagar&zip=445001&gender=M&ms=unmarried&Inl=Cookies&Inl=Popcorn&Inl=Butter&Inl=Donuts&pay=UPI&fdbk=Awesome HTTP/1.1" 200 784
